fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Dec,26,PUNJAB,2605,JALANDHAR,588247,323.950917442798,37,21,1556.450712285,1551,70,4386,719380,677957,46503,228,9,116.07642,4002.965242185,19349,20476,37627,51135,20,73736,98346,5937,2330.4381099,557260,27,80,9.01,103.43,NA
2024-2025,Dec,26,PUNJAB,2608,ROPAR,1017587,338.347914658888,44,24,1067.337643622,1577,29,4306,818691,502148,25184,0,9,105.70969,3943.07125962199,18243,19485,29682,44505,299,52260,73316,5883,2770.023926,643075,28,55.47,4.87,110.72,NA
2024-2025,Dec,26,PUNJAB,2615,MOGA,1253121,320.435304515337,24,38,360.253865845,1291,6,3261,755824,688085,87280,75,15,127.92735,2910.108151845,31476,36316,56492,96610,13,90635,146842,4552,2421.926936,533984,8,61.91,25.56,106.77,NA
2024-2025,Dec,26,PUNJAB,2617,MANSA,1254732,297.585787586414,24,189,313.6562899,412,3,2299,773604,619626,75933,0,0,104.61671,2720.4085561,31516,37340,49399,95379,73,82613,144393,2711,2302.1355562,546619,23,50.43,20.41,102.9,NA
2024-2025,Dec,26,PUNJAB,2619,SAS NAGAR MOHALI,476866,323.128037763183,38,13,472.3648838,874,12,2676,371367,184119,11591,138,7,60.11881,1732.4745938,9617,10289,16532,23008,102,33948,45119,3550,1199.9909,313362,22,57.51,14.05,104.12,NA
2024-2025,Dec,26,PUNJAB,2620,TARN TARAN,1244899,326.294430239946,36,32,837.164401,2525,41,5306,1281206,925109,58506,1697,47,126.31211,5143.9803289,35105,36648,61072,79609,858,117949,164393,7831,4180.5038179,742493,28,71.3,7.91,112.02,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,322.363687273045,37,22,800.5101726,1040,52,4183,411426,191283,15699,96,8,160.12437,2286.9225666,10935,11541,25337,32823,29,44429,57070,5223,1326.288024,142811,21,72.04,2.95,101.45,NA
2024-2025,Dec,26,PUNJAB,2608,ROPAR,1017587,336.561972417044,45,24,1067.840113622,1733,29,4295,831528,509305,25210,0,9,108.54877,3974.99592162199,18359,19616,29725,44563,312,52278,73344,6028,2798.607038,653063,28,55.3,4.89,110.61,NA
2024-2025,Dec,26,PUNJAB,2615,MOGA,1253121,321.091133519714,24,38,364.619699045,1296,5,3277,777975,708406,87370,75,15,137.49955,3000.127995045,32406,37432,56552,96718,15,90699,146945,4573,2498.008746,550746,8,61.95,25.42,107.06,NA
2024-2025,Dec,26,PUNJAB,2616,MUKATSAR,1728572,326.036030743837,22,167,1387.749706978,1893,8,6279,1192304,1021175,128821,463,68,162.03695,5437.127292978,53001,68194,78828,153149,22,106329,197131,8172,3887.340636,828877,30,60.31,11.55,101.97,NA
2024-2025,Dec,26,PUNJAB,2617,MANSA,1254732,295.172571384939,24,195,314.5882099,412,3,2351,798873,640026,75955,0,0,104.61671,2777.2588961,32104,38099,49443,95419,78,82609,144342,2763,2358.0539762,565159,24,50.32,20.98,102.9,NA
2024-2025,Dec,26,PUNJAB,2618,FATEHGARH SAHIB,1903183,322.802596965507,48,156,259.4138016,2029,1,3183,1283575,967986,42509,0,0,161.37281,4564.2000456,26615,28684,35566,56187,327,53351,78821,5212,4143.413434,1041193,24,30.79,47.6,100,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,320.05953376442,38,22,800.5101726,1040,52,4196,428839,197966,15793,95,7,161.66279,2334.7130666,11253,11869,25462,32994,30,44571,57251,5236,1372.540104,147872,21,72.27,3.01,101.7,NA
2024-2025,Dec,26,PUNJAB,2623,Fazilka,2593180,294.2908837739,19,159,4438.903875805,1857,11,3942,1301317,770728,117091,319,78,181.03758,8449.598755805,68158,92637,109109,206467,9,140157,256385,5799,3829.6573,758671,29,64.53,5.61,109.54,NA
2024-2025,Dec,26,PUNJAB,2624,MALERKOTLA,349584,328.024263027644,30,31,244.612325048,274,12,1279,270329,228536,16248,17,2,38.76387,1170.120905048,8724,9499,13002,19140,45,19857,27260,1553,886.74471,210230,13,43.71,19.6,100,NA
2024-2025,Dec,26,PUNJAB,2604,LUDHIANA,2097287,319.446682055705,32,74,1943.916866126,2111,68,6898,1419192,1177531,75883,14,2,196.11728,6673.595902126,43700,46497,67760,90777,125,107998,136173,9009,4533.561756,1152891,21,78.08,12.4,102.38,NA
2024-2025,Dec,26,PUNJAB,2618,FATEHGARH SAHIB,1903183,322.803485971666,47,155,258.2616516,2015,0,3157,1249293,941462,42483,0,0,153.47092,4444.4939256,26507,28534,35539,56143,254,53312,78765,5172,4032.761354,1013001,24,30.61,47.47,100,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,321.64550692537,37,22,800.5101726,1038,53,4178,409942,190429,15691,95,7,159.52687,2278.5970666,10924,11531,25320,32801,29,44372,57009,5216,1318.560024,142179,21,72.18,2.93,101.45,NA
2024-2025,Dec,26,PUNJAB,2602,AMRITSAR,1087099,322.628767028836,32,59,1037.18859245,3890,61,5980,1000729,778757,59517,845,53,167.86456,4433.69278645,30496,32426,61492,78855,94,106283,131871,9870,3228.639634,603689,20,52.58,3.59,104.15,NA
2024-2025,Dec,26,PUNJAB,2605,JALANDHAR,588247,324.027331219816,37,21,1556.450712285,1556,69,4392,735898,693733,46612,228,9,116.07642,4057.037782185,19604,20755,37727,51251,23,73761,98374,5948,2384.5106499,570140,27,80.24,8.9,103.36,NA
2024-2025,Dec,26,PUNJAB,2611,BHATINDA                  ,1598846,323.630894390999,24,810,421.636456868,1331,3,3023,1123569,908906,96523,24,8,177.26947,4235.122330668,44997,53216,66144,119428,70,99930,166326,4354,3636.2164038,822492,10,64.73,11.87,101.34,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,323.427740340192,37,22,800.5101726,1040,52,4193,420997,195993,15764,95,7,161.66279,2323.7940466,11079,11685,25424,32935,30,44515,57181,5233,1361.621084,146623,21,72.21,2.96,101.72,NA
2024-2025,Dec,26,PUNJAB,2624,MALERKOTLA,349584,326.848561488721,30,30,244.612325048,274,12,1278,268472,226868,16244,17,2,38.76387,1160.873065048,8706,9480,12999,19135,45,19857,27259,1552,877.49687,208665,13,43.85,19.63,100,NA
2024-2025,Dec,26,PUNJAB,2603,FEROZEPUR                 ,1740255,322.601384891915,30,37,1713.389262438,3045,133,6888,1052602,858523,90861,264,62,168.54116,5277.639051838,34176,41182,69688,111678,77,118429,180914,9933,3395.7086294,594747,21,72.75,5,110.65,NA
2024-2025,Dec,26,PUNJAB,2604,LUDHIANA,2097287,317.672008570001,33,75,1951.455191726,2137,65,6903,1459043,1211012,76018,25,3,216.52781,6802.954205726,44101,46948,67872,90943,138,108117,136340,9040,4634.971204,1185512,21,77.44,12.58,102.32,NA
2024-2025,Dec,26,PUNJAB,2610,SANGRUR,1873017,323.32611054862,29,78,1281.693482723,1877,9,2854,1319528,1056763,78880,198,19,183.92272,5731.994762723,44207,48618,62408,100327,100,86489,130784,4731,4266.37856,963853,12,56.68,16.14,101.54,NA
2024-2025,Dec,26,PUNJAB,2623,Fazilka,2593180,292.484735548511,19,159,4438.903875805,1857,11,3973,1319864,781868,117193,338,78,181.03758,8480.342185805,68773,93565,109189,206649,9,140185,256482,5830,3860.40073,769760,29,64.6,5.65,109.44,NA
2024-2025,Dec,26,PUNJAB,2624,MALERKOTLA,349584,327.430997884628,31,31,244.612325048,274,12,1281,273238,231022,16252,17,2,38.76387,1178.042105048,8788,9566,13008,19145,50,19860,27261,1555,894.66591,212618,13,43.74,19.71,99.96,NA
2024-2025,Dec,26,PUNJAB,2602,AMRITSAR,1087099,322.004074432379,32,59,1037.76759245,3936,61,5974,1013000,787984,59600,846,53,167.96637,4467.63523645,30745,32703,61594,78979,95,106546,132160,9910,3261.901274,610916,20,52.71,3.53,104.05,NA
2024-2025,Dec,26,PUNJAB,2610,SANGRUR,1873017,323.048634673933,29,78,1281.693482723,1877,9,2855,1319758,1056963,78880,198,19,184.16567,5729.319352723,44208,48619,62408,100327,100,86498,130798,4732,4263.4602,964044,12,56.69,16.13,101.45,NA
2024-2025,Dec,26,PUNJAB,2611,BHATINDA                  ,1598846,323.889916474277,25,814,421.782286868,1335,3,3040,1137015,920254,96567,24,8,178.82258,4283.281800668,45144,53442,66172,119491,71,99934,166344,4375,3682.6769338,832666,10,64.73,12,101.3,NA
2024-2025,Dec,26,PUNJAB,2617,MANSA,1254732,295.092206999032,25,196,314.5882099,412,3,2370,806883,646458,75946,0,0,104.61671,2800.2537725,32232,38277,49452,95420,78,82576,144275,2782,2381.0488526,571239,24,50.22,21.2,102.83,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,324.075649479769,38,22,800.5101726,1040,52,4200,432500,200161,15821,106,7,161.66279,2363.8001466,11289,11905,25497,33038,31,44635,57329,5240,1401.627184,149128,21,72.41,2.99,101.61,NA
2024-2025,Dec,26,PUNJAB,2615,MOGA,1253121,320.027921569815,24,39,364.619699045,1298,5,3282,792348,721684,87431,75,15,137.49955,3037.854085045,32738,37863,56585,96784,16,90702,146962,4580,2535.734836,561212,8,62.02,25.52,106.98,NA
2024-2025,Dec,26,PUNJAB,2618,FATEHGARH SAHIB,1903183,322.835731226385,48,156,259.4138016,2101,1,3173,1306661,985160,42536,0,0,161.37281,4639.1552056,26682,28781,35595,56229,389,53360,78832,5274,4218.368594,1060109,24,30.99,47.58,99.99,NA
2024-2025,Dec,26,PUNJAB,2620,TARN TARAN,1244899,322.451094842472,36,32,837.164401,2657,40,5260,1332557,961060,59194,1708,53,126.31211,5260.3211469,36163,37759,61982,80657,927,118721,165217,7917,4296.8446359,771065,28,70.26,8.25,111.85,NA
2024-2025,Dec,26,PUNJAB,2614,NAWANSHAHR ,1079315,324.010815167159,46,31,767.763282359,1896,3,2690,1064616,754581,30211,30,4,79.71477,4296.949032359,22999,24531,33469,45368,317,49910,65029,4586,3449.47098,799086,25,59.54,29.42,100.01,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,322.337634764691,38,22,800.5101726,1040,52,4210,434832,201496,15837,106,7,161.66279,2363.8001466,11364,11985,25524,33068,32,44645,57341,5250,1401.627184,150180,21,72.22,2.97,101.61,NA
2024-2025,Dec,26,PUNJAB,2623,Fazilka,2593180,283.848397693821,19,162,4438.903875805,1862,11,3991,1359478,802456,117355,342,78,181.03758,8478.797975805,69978,95333,109333,207005,11,140325,256847,5853,3858.85652,794750,29,64.54,5.65,109.4,NA
2024-2025,Dec,26,PUNJAB,2601,GURDASPUR,1011274,327.928169059474,28,36,1949.006071799,2404,311,5836,620610,78397,9413,413,13,183.51669,4167.677771799,21586,22759,63573,73468,44,125244,142757,8240,2035.15501,307996,40,66.15,9.41,102.63,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,319.746902207324,38,22,800.5101726,1040,52,4198,431065,199383,15816,106,7,161.66279,2340.4899466,11304,11923,25489,33024,30,44604,57290,5238,1378.316984,148790,21,72.31,3.01,101.65,NA
2024-2025,Jan,26,PUNJAB,2602,AMRITSAR,1097116,319.05379814811,33,72,1070.32244075,4183,57,5943,1081922,842880,60338,884,52,191.72315,4713.95882475,32335,34456,62480,80051,107,107669,133450,10126,3451.913234,651217,20,52.13,3.69,103.92,NA
2024-2025,Jan,26,PUNJAB,2605,JALANDHAR,591534,325.303800993816,38,21,1557.648552285,1878,66,4340,765534,722083,46807,238,9,134.93222,4182.891972185,20031,21227,37877,51451,24,73877,98513,6218,2490.3111999,593623,27,81.09,8.4,103.29,NA
2024-2025,Jan,26,PUNJAB,2607,HOSHIARPUR,1412382,326.683865588478,36,10,1040.749292375,1846,262,7452,918701,495222,59530,721,49,181.15679,4223.154022375,25487,26551,62239,98314,56,107700,161515,9298,3001.24794,570082,16,66.42,9.25,105.42,NA
2024-2025,Jan,26,PUNJAB,2610,SANGRUR,1888938,319.86175669998,31,78,1281.775682723,1925,8,2880,1397131,1118503,79145,212,19,184.51507,5935.178512723,45033,49755,62570,100666,118,86631,131091,4805,4468.88776,1021959,12,57.1,16.21,101.63,NA
2024-2025,Jan,26,PUNJAB,2611,BHATINDA                  ,1611934,322.986598854955,26,834,422.865278068,1425,3,3033,1228598,995657,96901,24,8,186.06551,4577.137681868,46494,55329,66404,119922,85,100004,166546,4458,3968.2068938,900662,10,65.52,12.15,101.3,NA
2024-2025,Jan,26,PUNJAB,2612,FARIDKOT,1002357,329.161062879356,30,92,610.253136877001,1023,1,1571,812397,653866,59332,52,4,117.60455,3401.952286877,26743,34790,39727,74541,14,53188,94426,2594,2674.0946,546547,7,79.84,2.93,100.52,NA
2024-2025,Jan,26,PUNJAB,2616,MUKATSAR,1741150,324.903075497339,24,185,1397.222305278,2094,8,6297,1365015,1172072,129686,530,71,162.03695,5994.234971278,55866,72811,79316,154215,28,106751,198086,8391,4434.975716,950072,30,59.63,11.67,101.6,NA
2024-2025,Jan,26,PUNJAB,2617,MANSA,1265166,288.493552575868,26,207,316.2631283,413,3,2448,911654,731669,76163,0,0,104.61671,3050.9428501,33765,40460,49675,95717,96,82552,144168,2861,2630.0630118,648210,25,48.73,23.23,103.47,NA
2024-2025,Jan,26,PUNJAB,2622,Pathankot,690917,320.365408014311,38,22,803.5037576,1042,50,4290,474052,217888,16123,132,7,198.90161,2521.1039916,12330,13022,26033,33708,38,45289,58052,5332,1518.698624,162705,20,72.49,3.14,101.85,NA
2024-2025,Dec,26,PUNJAB,2604,LUDHIANA,2097287,316.287229838784,33,75,1951.569001726,2305,64,6828,1509284,1252850,76139,25,3,217.07333,6942.314885726,44545,47469,67975,91095,155,108181,136452,9133,4773.672554,1226682,21,77.2,12.77,102.25,NA
2024-2025,Dec,26,PUNJAB,2619,SAS NAGAR MOHALI,476866,321.199211225074,39,13,534.473188500001,1573,12,2276,384140,190727,11632,150,7,61.93387,1830.2617085,9790,10488,16616,23119,114,34018,45203,3849,1233.85465,323819,24,56.29,13.67,104,NA
2024-2025,Dec,26,PUNJAB,2622,Pathankot,680227,320.357202467546,38,22,801.1527426,1040,52,4228,448867,208001,15943,122,7,179.06245,2418.1929566,11723,12368,25731,33319,36,44903,57631,5268,1437.977764,154995,21,72.03,3.07,101.58,NA
2024-2025,Dec,26,PUNJAB,2624,MALERKOTLA,349584,327.627019836184,32,32,245.324443048,335,10,1251,287152,242721,16271,17,2,38.76387,1224.875853048,8928,9748,13024,19177,61,19946,27370,1586,940.78754,223843,13,43.62,20.36,99.98,NA
2024-2025,Dec,26,PUNJAB,2602,AMRITSAR,1087099,320.576857854206,33,65,1060.01821065,4040,58,5944,1035859,806498,59789,871,52,167.96637,4548.70881465,31264,33265,61829,79262,99,106924,132595,9984,3320.724234,624419,20,52.85,3.49,103.99,NA
2024-2025,Jan,26,PUNJAB,2602,AMRITSAR,1097116,319.455854341737,33,69,1070.32244075,4177,57,5925,1074570,836883,60273,884,52,191.72315,4694.82236475,32145,34252,62389,79948,107,107557,133325,10102,3432.776774,646781,20,52.19,3.71,103.93,NA
2024-2025,Jan,26,PUNJAB,2612,FARIDKOT,1002357,329.214649760821,30,92,610.253136877001,1023,1,1567,811317,652951,59313,52,4,117.60455,3398.832106877,26715,34754,39718,74520,14,53188,94424,2590,2670.97442,545870,7,79.86,2.89,100.52,NA
2024-2025,Jan,26,PUNJAB,2619,SAS NAGAR MOHALI,483992,322.533115708231,39,13,540.7494629,1623,12,2282,395175,195598,11682,150,7,61.93387,1877.2535729,9945,10669,16684,23215,124,34057,45255,3905,1274.57024,332909,24,56.41,13.66,103.85,NA
2024-2025,Jan,26,PUNJAB,2624,MALERKOTLA,352119,327.429297819184,32,33,246.072603048,361,10,1237,295394,249613,16311,17,2,43.32024,1256.599343048,9068,9915,13053,19234,70,19957,27398,1598,967.2065,230294,13,43.29,20.9,99.95,NA
2024-2025,Jan,26,PUNJAB,2602,AMRITSAR,1097116,319.744663526619,33,71,1070.32244075,4183,57,5933,1078540,839976,60305,884,52,191.72315,4710.61968475,32257,34365,62443,80008,107,107609,133382,10116,3448.574094,648899,20,52.17,3.69,103.92,NA
2024-2025,Jan,26,PUNJAB,2614,NAWANSHAHR ,1089999,323.823704236635,47,33,769.844292359,1948,3,2693,1114729,787624,30340,40,4,90.05644,4469.657472359,23405,25034,33605,45561,399,49997,65139,4641,3609.75674,836524,24,59.62,29.4,99.95,NA
2024-2025,Jan,26,PUNJAB,2615,MOGA,1260834,310.931219950411,24,40,369.425963445,1298,5,3327,834870,760687,87603,75,15,142.08319,3107.380629445,33417,38767,56706,96999,23,90752,147069,4625,2595.871476,592413,9,61.78,25.47,106.69,NA
2024-2025,Jan,26,PUNJAB,2621,BARNALA,709619,325.916528827727,29,221,491.700216815,872,4,1111,490500,437930,37814,98,14,105.02867,2195.349460715,16533,18944,25550,43484,87,37903,61119,1983,1598.6205739,347723,25,58.49,8.58,100.41,NA
2024-2025,Jan,26,PUNJAB,2607,HOSHIARPUR,1412382,331.44841963815,36,10,1530.443979175,1856,250,7457,933204,501295,59567,721,49,181.75509,4805.288979175,25819,26905,62330,98438,57,107727,161558,9313,3093.08991,578246,16,66.37,9.31,105.36,NA
2024-2025,Jan,26,PUNJAB,2611,BHATINDA                  ,1611934,324.507331566227,26,843,464.641453963,1456,3,3047,1257423,1019173,97002,24,8,186.48711,4731.558387763,46823,55849,66471,120049,86,100056,166640,4503,4080.4298238,921370,10,65.73,12.16,101.27,NA
2024-2025,Jan,26,PUNJAB,2617,MANSA,1265166,291.487420880221,27,207,319.2916807,413,3,2497,948467,761790,76213,0,0,119.31444,3203.2681169,34249,41167,49743,95803,103,82531,144094,2910,2764.6619962,674992,25,48.69,23.56,104.55,NA
2024-2025,Jan,26,PUNJAB,2619,SAS NAGAR MOHALI,483992,322.670865343272,40,13,615.9068277,1624,12,2299,402349,199019,11706,165,7,61.93387,1976.1036977,10017,10755,16713,23269,131,34105,45325,3923,1298.263,338840,24,56.17,13.47,103.77,NA
2024-2025,Jan,26,PUNJAB,2620,TARN TARAN,1256603,327.141852794157,37,35,887.465395,2885,33,5214,1425582,1022161,60501,1756,54,140.87644,5692.0172029,38361,40073,63722,82613,951,121051,167588,8099,4663.6753679,820936,27,69.79,8.76,111.29,NA
2024-2025,Jan,26,PUNJAB,2601,GURDASPUR,1033709,325.296824195957,29,39,1956.777154799,2781,249,5926,767963,94177,9698,477,15,213.19058,4668.126984799,26122,27564,66650,76958,54,128756,146618,8707,2498.15925,373227,39,64.13,10.07,102.75,NA
2024-2025,Jan,26,PUNJAB,2609,PATIALA,2385861,323.768857285077,32,140,1021.411101111,4220,15,5470,2039100,1338544,88956,12,0,201.09848,7824.48035001101,61887,69782,87527,134959,603,128739,185577,9690,6601.97076890001,1613339,22,48.25,31.52,102.63,NA
2024-2025,Jan,26,PUNJAB,2610,SANGRUR,1888938,323.593095175057,32,79,1457.326065123,2194,6,2695,1465468,1172778,79376,222,19,191.74208,6391.221405123,45763,50762,62736,100980,136,87020,131708,4889,4742.15326,1071334,12,57.19,15.84,102.92,NA
2024-2025,Jan,26,PUNJAB,2622,Pathankot,690917,319.253306684179,39,23,1002.6118903,1050,43,4384,525345,239375,16449,132,8,214.89939,2894.6925643,13411,14161,26579,34388,40,45762,58575,5434,1677.181284,178194,20,72.21,3.5,101.97,NA
2024-2025,Jan,26,PUNJAB,2624,MALERKOTLA,352119,326.673259696892,34,33,316.121826248,431,10,1186,315333,266436,16360,20,2,44.42573,1390.656146248,9259,10146,13096,19293,93,19972,27422,1617,1030.10859,245878,13,42.44,21.93,100,NA
2024-2025,Jan,26,PUNJAB,2602,AMRITSAR,1097116,322.104939378982,33,77,1279.45663925,4387,53,5915,1130466,879643,60762,915,52,197.79848,5118.54194325,33275,35505,62969,80674,113,108329,134208,10302,3641.286824,679712,20,51.07,3.48,104.39,NA
2024-2025,Jan,26,PUNJAB,2604,LUDHIANA,2113266,314.321568765829,35,75,2161.773154126,2634,62,6768,1615359,1343396,76446,49,3,221.91873,7461.113634126,45631,48736,68244,91472,192,108500,136874,9402,5077.42175,1314046,21,76.32,13.32,102.16,NA
2024-2025,Jan,26,PUNJAB,2616,MUKATSAR,1741150,327.791888257394,26,190,1415.308275278,2407,7,6196,1478326,1272061,130152,551,73,162.03695,6423.177935278,56837,74701,79553,154772,37,107045,198759,8603,4845.83271,1028267,30,58.85,11.78,102.56,NA
2024-2025,Jan,26,PUNJAB,2617,MANSA,1265166,293.20450792743,28,209,319.6025867,432,3,2506,965193,775496,76140,0,0,119.31444,3268.9064129,34412,41395,49772,95749,104,82500,143940,2938,2829.9893862,686545,24,48.34,23.66,105.25,NA
2024-2025,Jan,26,PUNJAB,2624,MALERKOTLA,352119,327.203312233896,33,33,312.869286448,401,10,1213,308855,260934,16342,20,2,44.66202,1368.115096448,9184,10062,13081,19273,87,19970,27419,1614,1010.58379,240803,13,42.62,21.65,100,NA
2024-2025,Jan,26,PUNJAB,2603,FEROZEPUR                 ,1754299,317.215082726167,31,38,1717.895980438,3077,134,7050,1141779,931481,91659,282,64,199.51981,5539.310989838,35932,43443,70318,112679,93,119231,182142,10127,3621.8951994,643836,21,72.69,5.09,110.36,NA
2024-2025,Jan,26,PUNJAB,2612,FARIDKOT,1002357,329.280209844356,30,92,610.253136877001,1029,1,1574,816224,656903,59352,52,4,117.60455,3415.521786877,26798,34882,39743,74569,14,53200,94445,2603,2687.6641,548823,7,79.72,3.04,100.52,NA
2024-2025,Jan,26,PUNJAB,2617,MANSA,1265166,287.510987745803,27,207,316.9947283,413,3,2456,921725,739802,76184,0,0,110.96913,3078.0245101,33876,40617,49693,95749,96,82552,144168,2869,2650.0606518,655484,25,48.64,23.44,103.74,NA
2024-2025,Jan,26,PUNJAB,2602,AMRITSAR,1097116,322.077338376891,33,74,1129.20861695,4203,57,5957,1093408,851312,60429,889,52,193.03759,4843.86559095,32578,34718,62607,80200,107,107815,133611,10160,3521.619384,657634,20,51.6,3.68,104.51,NA
2024-2025,Jan,26,PUNJAB,2610,SANGRUR,1888938,319.244533184046,31,78,1306.550407923,1989,8,2820,1409367,1128305,79186,212,19,186.57521,5992.452717923,45196,49969,62600,100714,119,86697,131183,4809,4499.3271,1030703,12,57.13,16.17,101.63,NA
2024-2025,Jan,26,PUNJAB,2615,MOGA,1260834,310.042750425215,25,41,372.401404845,1300,5,3330,841339,766801,87626,75,15,142.44944,3123.361420845,33486,38849,56716,97022,26,90769,147106,4630,2608.510576,597460,9,61.74,25.47,106.85,NA
2024-2025,Jan,26,PUNJAB,2616,MUKATSAR,1741150,321.42529938788,24,184,1397.222305278,2100,8,6303,1382571,1187815,129744,525,73,162.03695,6003.192231278,56022,73098,79355,154294,30,106793,198168,8403,4443.932976,962563,30,59.44,11.67,101.57,NA
2024-2025,Jan,26,PUNJAB,2623,Fazilka,2626141,291.573131220216,20,190,4453.559753505,1945,8,4066,1565460,936648,118247,418,77,184.69107,9202.711563505,74978,103807,109990,208319,12,140490,257304,6011,4564.46074,914693,29,65.09,5.9,109.13,NA
2024-2025,Jan,26,PUNJAB,2606,KAPURTHALA,679003,323.871111319971,37,41,1308.917976675,1999,37,4000,638385,546601,35159,1328,81,96.21163,3472.674200675,17002,18344,29008,42052,83,46980,66603,5999,2067.544594,497954,20,33.41,14.19,114.44,NA
2024-2025,Jan,26,PUNJAB,2610,SANGRUR,1888938,323.89513412704,31,78,1425.999397623,2071,7,2802,1434871,1148201,79259,212,19,191.99189,6265.468637623,45457,50334,62670,100819,128,86816,131364,4873,4647.47735,1049254,12,57.33,15.99,102.94,NA
2024-2025,Jan,26,PUNJAB,2611,BHATINDA                  ,1611934,322.953233031279,27,844,464.774453963,1488,3,3021,1271958,1031512,97026,24,8,186.48711,4759.091047763,46975,56071,66490,120083,95,100056,166643,4509,4107.8294838,931961,10,65.85,12.18,101.26,NA
2024-2025,Jan,26,PUNJAB,2614,NAWANSHAHR ,1089999,323.669611768269,48,34,955.775658974,2011,3,2649,1142462,807801,30420,40,4,90.05644,4743.634418974,23583,25249,33686,45676,479,50067,65260,4660,3697.80232,858223,24,58.86,30.37,99.97,NA
