fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,445.994396269318,9,43,13.9814989,577,29,6812,129735,107111,125362,20,66,0,592.5923289,14098,16650,76810,148892,0,104943,193965,7389,578.61083,85221,40,54.5,11.41,101.37,NA
2024-2025,June,26,PUNJAB,2618,FATEHGARH SAHIB,702058,325.556743185315,14,132,1.739751,277,11,4075,303499,225175,42015,0,0,0,989.801211,20804,21533,35134,55469,0,53503,78932,4352,988.06146,247204,30,37.09,28.52,99.93,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,340.550131941026,18,10,9.7305925,562,178,6521,302711,232574,50814,608,30,0,1040.6133024,16268,16797,50795,67712,1,105797,151878,7083,1030.8827099,180922,32,74.83,8.1,105.19,NA
2024-2025,June,26,PUNJAB,2602,AMRITSAR,394791,339.111603326873,16,23,8.705665,830,315,6876,203795,157599,56345,93,35,0,699.798157,12120,12573,58086,74794,0,103049,128420,7706,691.092492,123354,26,63.33,5.4,100.6,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,409.204604570509,16,6,0,530,197,3979,129176,77062,24663,0,8,0,528.594140000001,7865,8097,28865,43348,0,51819,72742,4509,528.594140000001,103015,35,39.4,4.83,104.08,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,341.997446420429,16,15,4.8548572,651,45,2633,219300,162333,29126,0,3,0,754.8552572,13329,13646,32302,43580,0,49064,63581,3284,750.0004,164128,31,67.14,18.53,99.93,NA
2024-2025,June,26,PUNJAB,2618,FATEHGARH SAHIB,702058,325.556743185315,14,132,1.739751,277,11,4074,303499,225175,42015,0,0,0,989.801211,20804,21533,35134,55469,0,53503,78932,4351,988.06146,247204,30,37.09,28.52,99.93,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,337.730746065689,18,10,9.7305925,562,179,6521,299290,229717,50817,608,30,0,1020.5249424,16266,16792,50812,67726,1,105768,151849,7083,1010.7943499,179132,32,74.54,8.19,105.09,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,380.887909622626,18,7,30.8530777,325,803,7177,149772,75824,59447,116,51,0,601.3165177,8038,8196,61195,97569,0,108397,163681,7502,570.46344,89201,20,66.38,10.86,111.82,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,333.465055499495,12,66,24.4024757,680,165,6748,413247,271540,87070,0,0,0,1402.4368136,32287,34318,85208,131757,0,128452,185437,7428,1378.0343379,332600,21,44.24,22.66,100.67,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,337.879924525807,19,13,9.7305925,567,176,6520,317592,243919,50859,603,29,0,1082.8102024,16637,17191,50841,67779,1,105956,152038,7087,1073.0796099,190142,32,75.16,8.16,106.28,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,336.236000743817,13,9,4.71523,169,31,1049,80665,68788,15873,0,2,0,275.94,5851,6150,12685,18632,0,19684,26925,1218,271.22477,64087,13,33.42,20.77,99.86,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,340.88552801609,19,12,0,632,240,4526,215287,202725,44167,105,8,0,733.8822267,11045,11485,35713,48599,0,72602,97027,5158,733.8822267,165578,32,88.26,7.42,101.73,NA
2024-2025,June,26,PUNJAB,2612,FARIDKOT,337230,357.820673586585,12,44,12.0633545,511,23,997,176399,142604,57692,16,4,0,643.2554445,14398,17181,38594,72248,0,52406,92580,1508,631.19209,122986,7,72.17,3.84,99.97,NA
2024-2025,June,26,PUNJAB,2617,MANSA,484881,394.381515967716,9,56,0,78,32,1852,106183,85026,74517,0,0,0,418.7661251,11007,12123,48243,93342,0,82495,144167,1930,418.7661251,75585,18,45.38,19.01,101.45,NA
2024-2025,June,26,PUNJAB,2623,Fazilka,908391,287.217335869318,10,43,2.806299,103,96,4411,237646,147222,114339,49,72,0,685.366809,22298,28553,106787,201380,0,138809,252768,4514,682.56051,130264,38,64.25,1.31,123.43,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,336.350745362727,14,9,4.71523,169,30,1051,82376,70219,15875,0,2,0,281.78752,5884,6192,12687,18636,0,19685,26928,1220,277.07229,65270,13,33.76,20.68,99.86,NA
2024-2025,June,26,PUNJAB,2604,LUDHIANA,877814,321.540499952579,13,51,8.0749161,1189,246,6143,369035,304754,73760,0,0,0,1194.6719001,27288,28281,65928,88161,0,106554,134048,7332,1186.596984,301356,25,83.23,7,100.72,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,338.696822857726,17,15,4.8548572,662,44,2628,235054,174318,29123,0,3,0,800.9752872,13591,13945,32295,43573,0,49020,63533,3290,796.12043,175543,31,67.75,18.67,99.85,NA
2024-2025,June,26,PUNJAB,2604,LUDHIANA,877814,318.867760460689,13,51,8.0749161,1189,245,6144,379779,314333,73770,0,0,0,1219.0677081,27747,28763,65930,88170,0,106580,134086,7333,1210.992792,310421,25,83.57,6.92,100.51,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,330.430766676697,17,25,0,535,133,4922,192754,165575,33881,343,78,0,636.91852,10710,11274,27995,40491,0,46657,66153,5457,636.91852,150267,25,26.01,8.35,109.89,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,323.782054898471,9,420,0,392,10,2893,251701,204206,94771,0,8,0,814.96267,25420,28059,65010,117120,0,99464,165081,3285,814.96267,189631,10,50.44,10.17,99.73,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,338.678759370866,17,15,4.8548572,666,43,2626,238105,176473,29125,0,3,0,811.2659172,13639,13995,32292,43572,0,49019,63535,3292,806.41106,177757,31,68.6,17.85,99.75,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,347.067625234144,14,16,5.7054859,837,343,7903,207671,170311,86663,23,62,0,726.4642939,14791,16877,66334,106340,0,115262,176312,8740,720.758808,118440,25,74.08,7.02,102.93,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,341.456137245631,19,12,0,632,241,4524,213617,201261,44164,105,8,0,729.4083567,11012,11449,35710,48595,0,72600,97030,5156,729.4083567,164309,32,88.33,7.33,101.76,NA
2024-2025,June,26,PUNJAB,2619,SAS NAGAR MOHALI,142898,328.475396599931,14,6,2.9556302,252,91,2519,66881,32284,11071,30,7,0,222.6432602,4528,4702,15838,21978,0,33396,44308,2771,219.68763,55729,28,53.08,6.63,100.7,NA
2024-2025,June,26,PUNJAB,2621,BARNALA,256493,345.653189872705,11,32,0,118,23,1141,106603,95096,36914,14,15,0,368.47667,9365,10109,24975,42404,0,37694,60572,1259,368.47667,75837,30,55.22,7.25,99.78,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,335.012728271843,13,9,4.71523,167,33,1050,78251,66783,15871,0,2,0,266.86604,5782,6071,12683,18628,0,19684,26922,1217,262.15081,62146,13,33.95,20.52,99.86,NA
2024-2025,June,26,PUNJAB,2623,Fazilka,908391,286.374623309946,10,45,2.806299,103,92,4436,259829,162086,114411,59,72,0,746.890619,23774,30566,106840,201484,0,138829,252819,4539,744.08432,142296,38,68.4,1.27,126.62,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,352.860687032577,15,17,5.7054859,908,335,7862,236670,194232,86724,28,62,0,840.8208739,15708,18016,66374,106406,0,115326,176386,8770,835.115388,134992,25,75.24,6.34,103.43,NA
2024-2025,June,26,PUNJAB,2604,LUDHIANA,877814,320.65707129913,13,51,8.0749161,1189,243,6145,381309,315616,73771,0,0,0,1230.7691881,27779,28796,65932,88172,0,106583,134089,7334,1222.694272,311700,25,83.54,6.92,100.53,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,410.882770241569,17,6,0,563,192,3959,141244,84749,24670,0,8,0,580.347260000001,8217,8467,28875,43366,0,51823,72747,4522,580.347260000001,112266,35,32.57,3.75,103.84,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,331.579457968352,13,66,24.4024757,696,160,6766,445343,292528,87105,0,0,0,1501.0683812,33376,35533,85235,131809,0,128468,185478,7462,1476.6659055,358346,20,45.72,22.06,100.53,NA
2024-2025,June,26,PUNJAB,2612,FARIDKOT,337230,352.970313728222,12,53,12.0633545,512,22,1003,201002,162829,57721,16,4,0,721.5407445,15931,19137,38614,72287,0,52412,92599,1515,709.47739,140266,7,75.06,3.48,99.73,NA
2024-2025,June,26,PUNJAB,2619,SAS NAGAR MOHALI,142898,334.111305763236,15,6,2.9556302,314,82,2471,72494,35079,11077,30,7,0,245.1662802,4759,4943,15843,21987,0,33416,44333,2785,242.21065,60392,28,51.81,7.07,100.73,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,332.412401265307,20,14,9.7305925,567,172,6527,340787,263220,50891,605,29,0,1142.5488424,16911,17481,50928,67879,1,106070,152151,7094,1132.8182499,203286,32,74.77,8.81,106.18,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,380.29881072524,22,2,7.2066607,200,251,4205,50535,23317,14098,0,4,0,199.3906647,2246,2307,23019,29857,0,41887,54096,4405,192.184004,17793,27,75.05,7.16,99.6,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,334.503206637515,14,9,4.71523,169,29,1054,89190,76290,15886,0,2,0,303.05864,6134,6466,12694,18648,0,19685,26930,1223,298.34341,70791,13,35.76,20.05,99.84,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,332.419652019201,21,12,0,629,235,4536,245617,231226,44233,129,8,0,816.4791767,11521,12013,35767,48671,0,72610,97040,5165,816.4791767,188800,32,87.69,7.85,101.43,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,371.873058125596,19,6,30.8530777,352,795,7158,162665,83209,58977,137,49,0,635.7603877,8323,8489,60959,96878,0,107698,162222,7510,604.90731,96791,20,63.77,10.74,112.03,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,332.698134419477,11,23,0,147,46,3560,217037,198390,85746,0,15,0,722.07805,18463,20460,55533,94923,0,90350,146276,3707,722.07805,157244,11,65.5,19.51,103.87,NA
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,393.138338242984,9,71,13.9814989,716,26,6782,193157,161012,125553,44,66,0,773.3557189,19991,23765,76918,149112,0,105004,194101,7498,759.37422,131400,40,63.41,9.15,100.87,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,336.530261641555,15,9,4.71523,169,29,1057,93716,80182,15893,0,2,0,320.09793,6217,6560,12698,18655,0,19687,26934,1226,315.3827,74497,13,34.27,20.1,99.93,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,352.350034808217,15,17,5.7054859,935,335,7843,237013,194510,86724,28,62,0,840.8208739,15710,18018,66374,106406,0,115351,176411,8778,835.115388,135219,25,75.28,6.33,103.43,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,335.406466800872,17,15,4.8548572,719,43,2578,240428,178556,29127,0,3,0,811.2659172,13657,14014,32293,43574,0,49028,63546,3297,806.41106,179403,31,68.52,18.04,99.75,NA
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,394.215150358593,9,63,13.9814989,712,26,6771,175547,145898,125483,44,66,0,706.0143689,18194,21675,76873,149032,0,104991,194069,7483,692.03287,118697,40,62.62,9.35,101.08,NA
2024-2025,June,26,PUNJAB,2624,MALERKOTLA,152180,334.503206637515,14,9,4.71523,169,29,1056,89190,76290,15886,0,2,0,303.05864,6134,6466,12694,18648,0,19685,26930,1225,298.34341,70791,13,35.76,20.05,99.84,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,343.607750152916,15,18,5.7054859,937,332,7846,250137,204903,86751,28,62,0,865.1956039,16077,18475,66393,106442,0,115354,176418,8783,859.490118,143082,25,75.17,6.12,103.33,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,331.381357058126,11,23,0,147,46,3552,210750,192893,85731,0,15,0,698.38621,18316,20278,55524,94908,0,90346,146271,3699,698.38621,152584,11,64.76,19.9,104.15,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,362.957480843448,23,2,7.2066607,230,251,4179,53637,25046,14100,0,4,0,201.8861647,2302,2374,23022,29860,0,41888,54098,4409,194.679504,19218,27,75,6.78,99.61,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,328.938440688697,18,26,0,538,131,4921,202179,173480,33895,369,78,0,665.04445,10862,11450,28002,40506,0,46663,66165,5459,665.04445,157626,25,26.66,8.11,110.38,NA
2024-2025,June,26,PUNJAB,2610,SANGRUR,835320,334.479251986781,14,61,12.9622344,515,21,3039,435126,350053,77071,88,18,0,1468.3684244,31045,32632,61116,97934,0,85716,129120,3554,1455.40619,331102,12,43.86,25.91,99.99,NA
2024-2025,June,26,PUNJAB,2612,FARIDKOT,337230,355.055543604325,13,54,12.0633545,515,21,1006,213832,173213,57715,16,4,0,771.2857245,16231,19568,38627,72289,0,52442,92638,1521,759.22237,148850,7,76.06,3.32,99.89,NA
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,383.172206727477,9,76,13.9814989,719,26,6788,201502,168250,125552,44,66,0,786.0811589,20552,24441,76929,149125,0,105022,194128,7507,772.09966,137451,40,64.49,8.87,100.93,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,410.882770241569,17,6,0,563,192,3958,141244,84749,24670,0,8,0,580.347260000001,8217,8467,28875,43366,0,51823,72747,4521,580.347260000001,112266,35,32.57,3.75,103.84,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,377.753031772741,22,2,7.2066607,200,251,4205,50515,23306,14098,0,4,0,198.0286047,2242,2303,23020,29858,0,41888,54097,4405,190.821944,17788,27,75.08,7.16,99.6,NA
2024-2025,June,26,PUNJAB,2603,FEROZEPUR                 ,621219,345.810386733011,16,19,5.7054859,1027,325,7781,271712,222385,86849,38,62,0,945.3138039,16802,19378,66447,106543,0,115388,176466,8808,939.608318,154966,25,74.92,6.06,102.88,NA
2024-2025,June,26,PUNJAB,2610,SANGRUR,835320,334.026419686256,14,62,12.9622344,516,21,3050,447053,359650,77089,88,18,0,1506.2373644,31371,33048,61129,97955,0,85717,129127,3566,1493.27513,339648,12,44.21,25.75,100.02,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,329.211508353384,10,469,0,400,7,2950,295090,239721,94851,0,8,0,971.47024,27986,31091,65059,117224,0,99473,165111,3350,971.47024,222028,9,55.1,9.1,99.93,NA
2024-2025,June,26,PUNJAB,2618,FATEHGARH SAHIB,702058,324.940869964054,17,134,1.739751,710,7,3738,375004,279531,42032,0,0,0,1220.281011,21826,22696,35145,55498,0,53500,78934,4448,1218.54126,305446,29,40.65,26.91,99.95,NA
2024-2025,June,26,PUNJAB,2619,SAS NAGAR MOHALI,142898,331.821554815248,15,6,2.9556302,331,76,2468,78646,38051,11080,30,7,0,263.9200102,4966,5158,15849,21995,0,33435,44355,2799,260.96438,65488,28,52.31,7.25,100.82,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,332.744428660183,20,16,9.7305925,569,167,6535,358937,275870,51029,819,29,0,1204.0734624,17401,18000,51089,68046,1,106194,152270,7104,1194.3428699,214283,32,75.11,8.76,108.18,NA
2024-2025,July,26,PUNJAB,2603,FEROZEPUR                 ,840020,343.435587719268,16,21,6.6097759,1294,317,7574,292393,239117,86923,38,62,0,1010.7913939,17433,20178,66483,106608,2,115403,176485,8868,1004.181618,166478,25,75.58,5.74,102.61,NA
2024-2025,July,26,PUNJAB,2614,NAWANSHAHR ,530028,336.056813274276,19,15,4.8548572,906,39,2433,280181,207392,29145,0,3,0,946.4221972,14492,14920,32299,43602,0,49033,63576,3339,941.56734,208848,30,70.91,17.18,99.92,NA
2024-2025,July,26,PUNJAB,2617,MANSA,612306,352.029391115355,10,77,0,80,23,1916,151835,121900,74586,0,0,0,534.503826,14735,16356,48287,93438,0,82517,144224,1996,534.503826,107998,17,50.01,18.09,100.92,NA
2024-2025,July,26,PUNJAB,2620,TARN TARAN,500243,340.949116821146,21,16,9.7305925,581,147,6545,400270,305348,51310,888,29,0,1374.4476224,18436,19149,51401,68384,1,106363,152452,7126,1364.7170299,236401,32,75.17,8.46,110.47,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,293.339486135662,11,45,10.92943444,103,88,4457,280035,174130,114455,80,76,0,832.38266444,24784,31832,106888,201571,0,138865,252897,4560,821.45323,151035,37,68.39,1.13,125.15,NA
2024-2025,June,26,PUNJAB,2606,KAPURTHALA,171327,320.4662649049,19,26,0,538,129,4925,209411,180082,33902,369,78,0,671.09161,10936,11534,28006,40513,0,46665,66167,5463,671.09161,163356,25,26.83,8.85,110.27,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,329.083939487996,10,470,0,400,7,2958,296404,240743,94853,0,8,0,975.41796,28009,31125,65061,117228,0,99473,165111,3358,975.41796,222986,9,55.29,9.06,99.93,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,334.952400923418,18,15,4.8548572,812,41,2492,264669,196955,29144,0,3,0,891.3700272,14090,14476,32305,43592,0,49035,63567,3304,886.51517,197252,31,70.83,16.87,99.94,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,365.979213641879,20,6,30.8530777,360,783,7158,180503,91808,58816,150,49,0,691.4565377,8749,8932,60848,96613,0,107431,161722,7518,660.60346,107345,20,64.76,10.51,110.61,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,389.605599772949,18,7,0,568,185,3982,162078,96748,24677,0,8,0,631.464964000001,8732,9008,28889,43391,0,51853,72788,4550,631.464964000001,128684,35,35.02,4.23,104.07,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,330.14182411927,14,69,24.4024757,752,152,6751,509095,335095,87164,0,0,0,1705.1379952,35423,37817,85296,131918,0,128489,185539,7503,1680.7355195,407976,20,47.85,21.3,100.39,NA
2024-2025,June,26,PUNJAB,2615,MOGA,573329,331.234296232082,12,25,0,163,41,3571,243397,222755,85792,0,15,0,806.21434,19552,21714,55563,94974,0,90361,146302,3734,806.21434,176737,11,65.56,18.82,103.89,NA
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,393.370222462572,9,80,13.9814989,736,22,6824,216351,180471,125611,44,66,0,865.0419089,21745,25889,76960,149204,0,105046,194197,7560,851.06041,147589,40,65.58,8.55,100.57,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,332.963342994231,22,12,0,630,228,4542,257395,242234,44251,129,8,0,857.0309967,11633,12134,35776,48688,0,72626,97065,5172,857.0309967,197597,32,87.78,7.9,101.44,NA
2024-2025,June,26,PUNJAB,2611,BHATINDA                  ,640229,322.430487716929,10,479,0,401,7,2957,305054,247986,94855,0,8,0,983.5871,28354,31564,65066,117231,0,99464,165090,3358,983.5871,229634,9,55.82,9.17,100.01,NA
2024-2025,June,26,PUNJAB,2614,NAWANSHAHR ,413351,325.127415492157,19,15,4.8548572,833,41,2473,272667,201200,29150,0,3,0,891.3700272,14281,14688,32307,43606,0,49035,63571,3306,886.51517,203307,31,71.11,16.82,99.94,NA
2024-2025,June,26,PUNJAB,2618,FATEHGARH SAHIB,702058,324.592069100903,17,135,1.739751,719,7,3740,379503,283256,42011,0,0,0,1233.576391,21867,22744,35121,55471,0,53436,78863,4459,1231.83664,308959,29,40.77,26.75,99.95,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,324.309610943755,21,16,9.7305925,569,163,6544,379431,289208,51059,878,29,0,1240.2617924,17639,18253,51134,68099,1,106281,152363,7113,1230.5311999,224081,32,75.48,8.45,110.28,NA
2024-2025,June,26,PUNJAB,2622,Pathankot,237912,371.398587327292,24,2,7.2066607,286,241,4138,58046,26451,14106,0,4,0,222.7886847,2410,2484,23024,29868,0,41914,54131,4424,215.582024,20299,27,75.97,7.1,99.73,NA
2024-2025,June,26,PUNJAB,2607,HOSHIARPUR,504111,370.974031062593,20,6,30.8530777,360,778,7168,183758,94666,58783,163,49,0,712.5475377,8897,9083,60828,96533,0,107353,161547,7528,681.69446,109689,20,64.98,10.63,110.48,NA
2024-2025,June,26,PUNJAB,2608,ROPAR,235849,397.149591036281,18,7,0,568,179,3989,167252,99969,24687,0,8,0,664.240634000001,8914,9202,28900,43405,0,51870,72804,4557,664.240634000001,132904,35,35.21,4.36,104.48,NA
2024-2025,June,26,PUNJAB,2609,PATIALA,789469,332.562412437462,14,69,24.4024757,752,148,6753,523483,344215,87186,0,0,0,1765.3101692,35889,38369,85310,131959,0,128521,185596,7505,1740.9076935,419096,20,47.76,21.38,100.61,NA
2024-2025,June,26,PUNJAB,2602,AMRITSAR,394791,330.111641288108,19,26,8.705665,853,300,6918,251656,194809,56530,134,37,0,839.451417,13198,13735,58265,75037,2,103234,128671,7771,830.745752,152080,26,65.02,5.29,100.81,NA
2024-2025,June,26,PUNJAB,2605,JALANDHAR,171205,335.058851658639,22,12,0,632,226,4541,260123,244800,44254,129,8,0,871.5651367,11671,12175,35776,48691,0,72630,97071,5173,871.5651367,199738,32,87.8,7.87,101.31,NA
2024-2025,June,26,PUNJAB,2616,MUKATSAR,553371,385.616990511016,10,83,13.9814989,744,22,6824,227527,190087,125620,44,66,0,891.3642689,22203,26477,76967,149219,0,105052,194206,7568,877.38277,155577,40,64.88,8.39,100.74,NA
2024-2025,June,26,PUNJAB,2620,TARN TARAN,391283,338.723395227301,21,16,9.7305925,570,149,6545,389968,297950,51161,878,29,0,1330.6434424,18015,18682,51238,68208,1,106320,152402,7115,1320.9128499,230604,32,75.23,8.47,110.34,NA
2024-2025,June,26,PUNJAB,2623,Fazilka,908391,291.263238937601,11,45,10.92943444,103,88,4442,274059,170362,114436,80,76,0,809.16255444,24514,31476,106876,201550,0,138858,252881,4545,798.23312,148360,38,68.05,1.13,126.11,NA
2024-2025,July,26,PUNJAB,2602,AMRITSAR,557559,333.737100424476,20,30,185.5853318,997,271,6840,287649,222836,56713,161,37,0,1145.5767638,13977,14576,58416,75248,2,103444,128946,7837,959.991432,172322,25,62.34,4.9,100.81,NA
2024-2025,July,26,PUNJAB,2604,LUDHIANA,1213058,317.981603948914,17,57,29.5665253,1198,198,6225,538072,449264,74038,0,0,0,1740.5365013,31423,32776,66138,88489,1,106838,134440,7423,1710.969976,439202,25,82.56,8.11,100.78,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,330.970247337697,15,73,139.61098775,788,134,6759,574033,375365,87261,0,0,2.80197,2042.29139765,37108,39755,85359,132068,0,128586,185729,7547,1899.8784399,457850,20,48.1,21.72,100.61,NA
2024-2025,July,26,PUNJAB,2601,GURDASPUR,531259,350.601573161956,18,16,56.1467413,663,777,6647,161204,22319,8637,41,10,0,621.3305013,8487,8850,58196,67264,1,117317,134023,7310,565.18376,85126,43,76.97,7.28,102.34,NA
2024-2025,July,26,PUNJAB,2602,AMRITSAR,557559,329.402462352615,19,30,8.705665,881,291,6907,266818,206494,56595,134,37,0,887.610727,13503,14062,58310,75105,2,103283,128746,7788,878.905062,160070,25,64.89,5.11,100.84,NA
2024-2025,July,26,PUNJAB,2605,JALANDHAR,237364,333.68610774774,23,12,0,634,222,4552,272544,256685,44276,129,8,0,909.4414655,11788,12298,35792,48715,0,72636,97083,5186,909.4414655,209461,32,87.2,8.58,101.54,NA
2024-2025,July,26,PUNJAB,2606,KAPURTHALA,255809,320.401055871752,20,27,0,567,129,4904,228058,195505,33941,396,78,0,730.70024,11149,11776,28039,40566,0,46674,66189,5471,730.70024,177965,25,27.77,8.75,109.91,NA
2024-2025,July,26,PUNJAB,2609,PATIALA,1013896,331.431096721651,14,70,24.4024757,754,146,6764,536581,352879,87213,0,0,0,1802.7987688,36179,38717,85324,131999,0,128529,185631,7518,1778.3962931,428819,20,47.93,21.29,100.6,NA
2024-2025,July,26,PUNJAB,2614,NAWANSHAHR ,530028,333.565684871412,19,16,4.8548572,919,26,2439,299757,220936,29161,0,3,0,1004.7413472,14997,15455,32318,43628,1,49042,63590,3358,999.88649,222854,30,70.71,17.65,99.92,NA
2024-2025,July,26,PUNJAB,2615,MOGA,694450,330.216665347192,13,25,0,174,37,3578,265257,242980,85861,0,15,0,875.92282,20029,22291,55603,95054,0,90377,146346,3752,875.92282,192545,11,65.84,19.15,104.18,NA
2024-2025,July,26,PUNJAB,2603,FEROZEPUR                 ,840020,340.127443967353,18,21,99.876523448,1357,301,7556,326283,266276,87050,51,62,0,1209.654551448,18123,21047,66587,106748,3,115517,176633,8913,1109.778028,185097,25,75.27,6.07,102.4,NA
2024-2025,July,26,PUNJAB,2606,KAPURTHALA,255809,326.599462685047,20,27,82.287085965,567,123,4914,235616,201649,33954,416,78,0,851.807675965,11262,11902,28051,40592,0,46677,66199,5481,769.52059,184007,25,22.83,7.47,110.1,NA
2024-2025,July,26,PUNJAB,2621,BARNALA,360005,335.624340275971,15,41,21.3673353,168,17,1175,172989,155279,37041,35,15,0,601.9605253,11446,12551,25066,42568,0,37725,60655,1343,580.59319,123585,29,51.7,5.58,99.92,NA
2024-2025,July,26,PUNJAB,2605,JALANDHAR,237364,334.824482469685,24,12,47.6467238,665,215,4524,295973,278668,44322,138,8,0,1038.6367893,12113,12642,35830,48765,0,72647,97093,5189,990.9900655,227069,32,87.29,8.57,101.43,NA
2024-2025,July,26,PUNJAB,2608,ROPAR,396566,380.0910839936,20,8,58.060901541,581,140,4086,207492,124512,24720,0,8,0,846.719493541,10300,10676,28950,43485,2,51900,72859,4667,788.658592,165316,34,39.96,4.47,104.23,NA
2024-2025,July,26,PUNJAB,2614,NAWANSHAHR ,530028,333.362160395497,21,17,193.45179694,1016,12,2429,339623,250723,29203,0,3,0,1325.62636694,16110,16633,32360,43700,2,49158,63774,3445,1132.17457,253925,29,68.79,18.19,99.91,NA
2024-2025,July,26,PUNJAB,2623,Fazilka,1331889,294.401813202319,11,57,863.476339477,162,70,4428,311824,192606,114501,90,76,0,1781.491849477,27099,34761,106948,201706,0,139000,253206,4590,918.01551,167589,37,68.99,1.25,125,NA
2024-2025,July,26,PUNJAB,2624,MALERKOTLA,203713,333.929253897927,17,9,74.649497068,195,27,1048,118268,101202,15937,9,2,0,469.580947068,6613,7018,12727,18708,0,19702,26969,1243,394.93145,93647,13,35.17,21.73,99.87,NA
2024-2025,July,26,PUNJAB,2601,GURDASPUR,531259,356.506634114623,19,16,180.8131473,665,757,6650,163021,22369,8634,41,10,0,761.9938273,8537,8904,58205,67276,1,117395,134110,7315,581.18068,86015,43,76.74,7.47,102.27,NA
2024-2025,July,26,PUNJAB,2605,JALANDHAR,237364,335.819953377918,23,12,47.4855238,634,218,4553,286345,269684,44317,136,8,0,1009.0891693,12002,12519,35822,48756,0,72646,97094,5187,961.6036455,219565,32,87.32,8.54,101.53,NA
